Date,DailyVolume,DailyReturn
26/3/2013,1730124000,0.00269333
27/3/2013,1674301500,0.006890757
28/3/2013,2203094400,-0.007353251
1/4/2013,0,0
2/4/2013,1524778400,0.003057874
3/4/2013,1238359400,-0.001355969
4/4/2013,0,0
5/4/2013,2324356800,-0.027334756
8/4/2013,1362666000,-0.000407311
9/4/2013,1350849700,0.007012096
10/4/2013,1484676600,0.007508832
11/4/2013,1423110500,0.003027471
12/4/2013,1304977800,-0.000552853
15/4/2013,1514316600,-0.014322972
16/4/2013,1641271700,-0.004622337
17/4/2013,1913726200,-0.00472311
18/4/2013,1413713300,-0.002649572
19/4/2013,1998233200,0.023291125
22/4/2013,1290323900,0.001399084
23/4/2013,1798622000,-0.01078551
24/4/2013,1757855600,0.017262721
25/4/2013,1835601000,0.009835863
26/4/2013,1826670400,0.006538509
29/4/2013,1351365700,0.001466162
30/4/2013,1599208700,0.006919172
1/5/2013,0,0
2/5/2013,1434954200,-0.003021901
3/5/2013,1280291900,0.000955526
6/5/2013,1327646200,0.009921961
7/5/2013,1422320300,0.005760396
8/5/2013,1760443200,0.008558988
9/5/2013,1413765800,-0.00141407
10/5/2013,1413419200,0.004727843
13/5/2013,1488626800,-0.014210669
14/5/2013,1382633400,-0.002589462
15/5/2013,1505988700,0.004969889
16/5/2013,1320853000,0.001668072
17/5/2013,0,0
20/5/2013,1583330000,0.017777382
21/5/2013,3484208800,-0.005391393
22/5/2013,1471641800,-0.004506009
23/5/2013,2505754800,-0.02542446
24/5/2013,1412875700,-0.002250132
27/5/2013,993591200,0.002978993
28/5/2013,1147409300,0.01049981
29/5/2013,1539993800,-0.016110464
30/5/2013,1748735600,-0.003130985
31/5/2013,2493210000,-0.004098431
3/6/2013,1550268400,-0.004911125
4/6/2013,1422129700,0.00014945
5/6/2013,1516765700,-0.009704925
6/6/2013,1711966400,-0.010458473
7/6/2013,1834956400,-0.012050771
10/6/2013,1464580800,0.0018461
11/6/2013,2121919200,-0.012048513
13/6/2013,3299557200,-0.021897848
14/6/2013,2394670200,0.003930742
17/6/2013,1879428800,0.012244649
18/6/2013,1611375800,-9.20E-07
19/6/2013,1892108000,-0.011259379
20/6/2013,2632968400,-0.028780894
21/6/2013,4084032800,-0.005865641
24/6/2013,2588417600,-0.022174564
25/6/2013,3385293200,0.002106605
26/6/2013,3018082400,0.024316925
27/6/2013,2430525800,0.004991963
28/6/2013,2309679400,0.01776945
